Step;Time[fs];Kin.[a.u.];Temp[K];Pot.[a.u.];Cons Qty;Used time
8158;16316;0.170935463;283.3442812;-1.132073311;-0.98184653;0.022824438
8159;16318;0.170401762;282.4596131;-1.130893419;-0.98177002;0.029151028
8160;16320;0.168700392;279.6394063;-1.13080346;-0.981726371;0.021507056
8161;16322;0.169687662;281.2759141;-1.132480878;-0.981751334;0.021760471
8162;16324;0.170039996;281.859947;-1.135629174;-0.981838163;0.021685519
8163;16326;0.174103412;288.5955042;-1.139058264;-0.981948253;0.02209751
8164;16328;0.17588365;291.5464443;-1.141260582;-0.982034936;0.022145272
8165;16330;0.174513306;289.274948;-1.141042075;-0.982050844;0.021684875
8166;16332;0.170184584;282.0996175;-1.138342455;-0.981980986;0.029530015
8167;16334;0.167045067;276.8955234;-1.134291414;-0.981861188;0.021787299
8168;16336;0.164878123;273.3035766;-1.130589761;-0.981748444;0.021697219
8169;16338;0.161305767;267.3820046;-1.128871242;-0.98169197;0.0223607
8170;16340;0.164614644;272.8668302;-1.129941408;-0.981713755;0.022206174
8171;16342;0.167088473;276.9674737;-1.133418307;-0.981799496;0.021890267
8172;16344;0.173665674;287.8699063;-1.137983829;-0.981903073;0.029373711
8173;16346;0.175806443;291.4184659;-1.142142855;-0.981974059;0.021933497
8174;16348;0.178873662;296.502718;-1.144960243;-0.98198978;0.022113067
8175;16350;0.178631663;296.1015778;-1.146305438;-0.981963349;0.021799345
8176;16352;0.180226988;298.7460035;-1.146564074;-0.981917448;0.022422096
8177;16354;0.182093045;301.8391983;-1.146386931;-0.981867112;0.022236263
8178;16356;0.18570244;307.8221654;-1.146414975;-0.981829487;0.029702649
8179;16358;0.183557184;304.2661687;-1.147118302;-0.981822902;0.022431671
8180;16360;0.187195124;310.2964536;-1.14853759;-0.98184738;0.021974635
8181;16362;0.19049336;315.7636422;-1.150257414;-0.981884846;0.022244897
8182;16364;0.192714505;319.4454324;-1.151761192;-0.981914659;0.021596769
8183;16366;0.189990613;314.9302837;-1.152615226;-0.981922053;0.021707924
8184;16368;0.190287219;315.4219408;-1.152744285;-0.981909285;0.029329411
8185;16370;0.191657439;317.6932308;-1.152389691;-0.981898786;0.021969509
8186;16372;0.18931878;313.8166459;-1.151742663;-0.981913256;0.022295648
8187;16374;0.187990132;311.6142667;-1.150592727;-0.98194749;0.021742195
8188;16376;0.186635698;309.3691431;-1.148539747;-0.981972324;0.022011986
8189;16378;0.181193357;300.3478663;-1.14524627;-0.981967518;0.021943119
8190;16380;0.17486973;289.8657615;-1.140863224;-0.981931775;0.029202469
8191;16382;0.168292071;278.9625696;-1.136039638;-0.981875446;0.02263894
8192;16384;0.165808704;274.8461154;-1.131585889;-0.981816166;0.02254899
8193;16386;0.161508925;267.7187601;-1.128349459;-0.981776824;0.022108661
8194;16388;0.159808547;264.9001978;-1.127052665;-0.98176736;0.02270803
8195;16390;0.161881231;268.3358985;-1.127936839;-0.981780865;0.022426596
8196;16392;0.164040533;271.9151788;-1.13079501;-0.981815654;0.029325523
8197;16394;0.168570663;279.4243667;-1.135050691;-0.981879997;0.021769378
8198;16396;0.175214244;290.4368297;-1.139634847;-0.981961045;0.022660501
8199;16398;0.17790868;294.9031533;-1.14321563;-0.982014167;0.02226079
8200;16400;0.179513883;297.5639543;-1.145000916;-0.982001632;0.022027495
8201;16402;0.177740359;294.6241435;-1.145248113;-0.981933472;0.022414864
8202;16404;0.176320299;292.2702375;-1.145086616;-0.981857213;0.021538151
8203;16406;0.177229097;293.7766711;-1.145793294;-0.981821784;0.028854799
8204;16408;0.177243579;293.8006764;-1.147968172;-0.981852175;0.022629528
8205;16410;0.181920364;301.5529593;-1.151158953;-0.981942498;0.0218682
8206;16412;0.188638035;312.6882374;-1.154087858;-0.982054377;0.021492808
8207;16414;0.190050141;315.0289573;-1.15506699;-0.982124668;0.02167115
8208;16416;0.189504433;314.1243868;-1.153015247;-0.982102475;0.022130894
8209;16418;0.182627382;302.7249202;-1.148256777;-0.981991758;0.022009377
8210;16420;0.181285133;300.4999949;-1.142317197;-0.981844132;0.029697288
8211;16422;0.174390539;289.0714486;-1.137241449;-0.981724036;0.02188664
8212;16424;0.171074052;283.5740083;-1.134826937;-0.981682257;0.022020921
8213;16426;0.171100571;283.6179669;-1.135804223;-0.981746252;0.021698108
8214;16428;0.172499727;285.9372211;-1.139365766;-0.98190342;0.021738038
8215;16430;0.178693165;296.2035244;-1.143383119;-0.982068058;0.022929093
8216;16432;0.180966173;299.9712835;-1.145603978;-0.982130494;0.029974841
8217;16434;0.181883789;301.4923332;-1.144988754;-0.982071164;0.021845099
8218;16436;0.182357066;302.2768412;-1.142057593;-0.981951346;0.021638183
8219;16438;0.178989465;296.6946727;-1.138278324;-0.98183286;0.021803513
8220;16440;0.17677712;293.0274685;-1.135299195;-0.981756336;0.022044833
8221;16442;0.177253059;293.8163892;-1.13430688;-0.981743006;0.021854815
8222;16444;0.180473857;299.1552167;-1.135379265;-0.981790461;0.030080977
8223;16446;0.179373189;297.3307377;-1.137736759;-0.981875463;0.022066352
8224;16448;0.179874884;298.1623518;-1.140384753;-0.981967176;0.022527319
8225;16450;0.183267005;303.785166;-1.14220606;-0.982032593;0.022530122
8226;16452;0.18420225;305.3354369;-1.142237614;-0.982036881;0.022725021
8227;16454;0.182368544;302.2958668;-1.140464091;-0.981963766;0.022214464
8228;16456;0.178888094;296.5266406;-1.137947049;-0.981845939;0.029011449
8229;16458;0.176644488;292.807617;-1.136296806;-0.981765399;0.021606006
8230;16460;0.174660703;289.5192751;-1.136591439;-0.981768218;0.022338802
8231;16462;0.176130637;291.9558524;-1.138736542;-0.981830851;0.021711861
8232;16464;0.178446257;295.794246;-1.141824761;-0.981899738;0.021498717
8233;16466;0.182018083;301.7149403;-1.144847703;-0.981932226;0.021837021
8234;16468;0.185703457;307.8238516;-1.147296829;-0.981921204;0.021702604
8235;16470;0.189246575;313.6969589;-1.14930186;-0.981894287;0.029143696
8236;16472;0.191216428;316.9622065;-1.151161478;-0.981885919;0.022200037
8237;16474;0.192913839;319.7758504;-1.153055408;-0.981910172;0.021600611
8238;16476;0.190962045;316.5405378;-1.154713483;-0.981952966;0.021755735
8239;16478;0.189630463;314.3332946;-1.15564614;-0.981992185;0.022488441
8240;16480;0.190145551;315.1871105;-1.155383052;-0.982011857;0.022230028
8241;16482;0.188614064;312.6485027;-1.153559672;-0.981998979;0.028924435
8242;16484;0.185398523;307.3183907;-1.150274081;-0.981949241;0.021707331
8243;16486;0.180424349;299.0731514;-1.146251505;-0.981875647;0.021817566
8244;16488;0.174174457;288.7132699;-1.142609106;-0.98180611;0.022121705
8245;16490;0.172794956;286.4265952;-1.140458026;-0.981765224;0.021762559
8246;16492;0.174548459;289.333219;-1.140502894;-0.981758534;0.022105447
8247;16494;0.179528226;297.5877285;-1.142809866;-0.981780289;0.021921125
8248;16496;0.185225105;307.030931;-1.146868919;-0.981827565;0.02927874
8249;16498;0.188787263;312.9355986;-1.15182602;-0.981898127;0.022412602
8250;16500;0.19341125;320.6003637;-1.156614835;-0.981973798;0.021772731
8251;16502;0.193188814;320.2316529;-1.160047561;-0.982022173;0.02232845
8252;16504;0.195386474;323.8745151;-1.161498591;-0.982023202;0.021542839
8253;16506;0.193320681;320.4502356;-1.16097176;-0.9819793;0.029042809
8254;16508;0.191592968;317.5863629;-1.159063683;-0.981911005;0.022697884
8255;16510;0.188472044;312.4130877;-1.156682446;-0.981845531;0.02195367
8256;16512;0.188661227;312.7266793;-1.154809866;-0.981807748;0.021844623
8257;16514;0.184175637;305.2913217;-1.154044089;-0.981808677;0.022221527
8258;16516;0.18276897;302.9596174;-1.154453922;-0.98184273;0.022107397
8259;16518;0.18424347;305.4037634;-1.155565283;-0.981891121;0.022314982
8260;16520;0.18602659;308.3594802;-1.156647325;-0.981931102;0.029848232
8261;16522;0.187065824;310.0821248;-1.15714912;-0.981950421;0.02167765
8262;16524;0.186251741;308.7326924;-1.156771878;-0.981949934;0.02195499
8263;16526;0.186587616;309.2894423;-1.155493344;-0.981936615;0.021713868
8264;16528;0.181197703;300.3550702;-1.153525124;-0.981914538;0.021689622
8265;16530;0.182390762;302.3326965;-1.151219562;-0.981885197;0.022088453
8266;16532;0.177880267;294.8560564;-1.149015459;-0.9818552;0.022147201
8267;16534;0.177138717;293.6268554;-1.147280197;-0.981833894;0.029400848
8268;16536;0.173887546;288.2376832;-1.146361616;-0.981827779;0.02223148
8269;16538;0.172819707;286.4676232;-1.146422323;-0.981833806;0.022079313
8270;16540;0.174199768;288.7552259;-1.147391661;-0.981841801;0.022038401
8271;16542;0.174855441;289.8420755;-1.149196555;-0.981848763;0.022381324
8272;16544;0.176846829;293.1430186;-1.151771115;-0.981863663;0.022431434
8273;16546;0.178712209;296.2350918;-1.154902847;-0.981901418;0.021996407
8274;16548;0.180053947;298.4591699;-1.158119305;-0.981967318;0.021905729
8275;16550;0.18181723;301.3820048;-1.160514396;-0.982042462;0.029565605
8276;16552;0.183918736;304.8654816;-1.161058939;-0.982088081;0.02265623
8277;16554;0.179212341;297.0641143;-1.159152798;-0.982073731;0.02268814
8278;16556;0.173857106;288.1872248;-1.155044267;-0.982001054;0.022883373
8279;16558;0.167746732;278.0586101;-1.149809147;-0.981902473;0.021774756
8280;16560;0.164750034;273.0912547;-1.144838877;-0.981817549;0.021618339
8281;16562;0.161696061;268.0289597;-1.14134173;-0.981773923;0.02158305
8282;16564;0.160686208;266.3550175;-1.139897737;-0.981780559;0.029481376
8283;16566;0.161358975;267.4702016;-1.140324391;-0.981831709;0.021898105
8284;16568;0.163565208;271.1272751;-1.141842421;-0.981908789;0.021456496
8285;16570;0.1641482;272.0936487;-1.14330872;-0.981979695;0.022008653
8286;16572;0.166760401;276.4236585;-1.1436135;-0.982007115;0.021858463
8287;16574;0.161353415;267.4609851;-1.142337361;-0.981978599;0.021643247
8288;16576;0.160118311;265.4136655;-1.139974698;-0.981913697;0.021743153
8289;16578;0.156035046;258.6452054;-1.137461927;-0.981840184;0.028839484
8290;16580;0.152309832;252.4702542;-1.135931857;-0.981787355;0.022213706
8291;16582;0.149715442;248.1697687;-1.136274983;-0.981777962;0.021628205
8292;16584;0.152534658;252.8429285;-1.138692571;-0.981822285;0.021547529
8293;16586;0.155301145;257.4286842;-1.142571904;-0.981910071;0.021586277
8294;16588;0.160553872;266.1356549;-1.146681905;-0.982006526;0.022096692
8295;16590;0.165774831;274.7899677;-1.149679619;-0.982065746;0.021883185
8296;16592;0.167118821;277.017779;-1.150647258;-0.982058187;0.029136896
8297;16594;0.165312609;274.0237843;-1.149607623;-0.981991964;0.022193302
8298;16596;0.161600813;267.871075;-1.147542166;-0.981905146;0.022163419
8299;16598;0.160155537;265.4753723;-1.145654331;-0.981841881;0.022786462
8300;16600;0.161362744;267.4764499;-1.144759277;-0.98183104;0.022131201
8301;16602;0.159469616;264.3383829;-1.14501093;-0.981869441;0.021548478
8302;16604;0.161535603;267.7629826;-1.1458833;-0.981925755;0.029430358
8303;16606;0.161142719;267.1117346;-1.146568285;-0.981963201;0.022213764
8304;16608;0.161800345;268.2018221;-1.14657331;-0.981964064;0.022809347
8305;16610;0.157341481;260.810765;-1.145909446;-0.981934434;0.021781033
8306;16612;0.153000162;253.6145528;-1.145155117;-0.981899185;0.021634681
8307;16614;0.154208153;255.6169304;-1.144964863;-0.981877933;0.021839107
8308;16616;0.155475255;257.7172908;-1.145622624;-0.981873277;0.028990136
8309;16618;0.155791441;258.2414041;-1.14716506;-0.981879203;0.021931992
8310;16620;0.155957637;258.5168919;-1.149520953;-0.981893843;0.02250838
8311;16622;0.160266203;265.6588129;-1.152477986;-0.981921353;0.021982914
8312;16624;0.163579808;271.1514761;-1.155621368;-0.981965568;0.021577744
8313;16626;0.170797929;283.1163034;-1.158277011;-0.982018898;0.022272055
8314;16628;0.169655688;281.2229136;-1.159546878;-0.982057638;0.021662589
8315;16630;0.168973123;280.0914879;-1.158947952;-0.982058265;0.028990997
8316;16632;0.16693736;276.7169875;-1.156506255;-0.982010923;0.021655326
8317;16634;0.164138287;272.0772172;-1.152817655;-0.981929173;0.02190191
8318;16636;0.159089459;263.7082296;-1.149076057;-0.981848871;0.022240542
8319;16638;0.156639689;259.6474671;-1.146527241;-0.981804214;0.021530857
8320;16640;0.158760527;263.16299;-1.145851095;-0.981809945;0.022202491
8321;16642;0.15750384;261.0798926;-1.146994501;-0.98186176;0.021807109
8322;16644;0.157001598;260.2473713;-1.149283698;-0.981939911;0.029667384
8323;16646;0.161087514;267.0202253;-1.151702577;-0.982014668;0.022730955
8324;16648;0.163381175;270.8222202;-1.153218332;-0.982056456;0.022039066
8325;16650;0.163866125;271.6260786;-1.15324598;-0.982046673;0.021828799
8326;16652;0.161571827;267.8230283;-1.151991304;-0.981989691;0.022181079
8327;16654;0.162161206;268.7999877;-1.150310396;-0.981913064;0.022877468
8328;16656;0.161881834;268.3368988;-1.149304806;-0.98185402;0.030636189
8329;16658;0.163528534;271.0664842;-1.149807407;-0.981838834;0.021691159
8330;16660;0.166081554;275.2983942;-1.152011173;-0.981871386;0.02293975
8331;16662;0.167878704;278.277368;-1.155409011;-0.981936694;0.022898149
8332;16664;0.173107993;286.9454877;-1.159016439;-0.982014104;0.022542137
8333;16666;0.17760572;294.400964;-1.161578737;-0.982086061;0.022158639
8334;16668;0.176435656;292.4614551;-1.161905253;-0.982129169;0.022476578
8335;16670;0.175609219;291.0915452;-1.159304214;-0.982108225;0.02981918
8336;16672;0.169341346;280.7018574;-1.153981647;-0.982002299;0.021602996
8337;16674;0.162933914;270.0808362;-1.147532144;-0.981844589;0.022436205
8338;16676;0.159872585;265.0063482;-1.142232687;-0.981701745;0.022037554
8339;16678;0.158575752;262.8567045;-1.140104846;-0.981635061;0.021663938
8340;16680;0.159353952;264.1466574;-1.142157881;-0.98167692;0.022025435
8341;16682;0.164790867;273.1589397;-1.147836963;-0.981818794;0.021571527
8342;16684;0.172531692;285.9902058;-1.155097296;-0.982009084;0.029220929
8343;16686;0.178539673;295.949094;-1.16115688;-0.982159122;0.021629387
8344;16688;0.179813083;298.0599099;-1.163998605;-0.98219898;0.021535777
8345;16690;0.182573307;302.6352843;-1.163012562;-0.982122713;0.021656056
8346;16692;0.178731007;296.2662503;-1.159225952;-0.981992506;0.021874563
8347;16694;0.173816911;288.120597;-1.154508757;-0.981882249;0.021902461
8348;16696;0.166964954;276.7627267;-1.150602337;-0.981835247;0.03048209
8349;16698;0.165288659;273.9840848;-1.148333168;-0.981852322;0.022756064
8350;16700;0.167476975;277.6114588;-1.147540505;-0.981902538;0.021915863
8351;16702;0.167823562;278.1859637;-1.147388656;-0.981947493;0.021905037
8352;16704;0.167721423;278.0166584;-1.147148697;-0.981972216;0.021601363
8353;16706;0.165200112;273.8373078;-1.146462022;-0.981990436;0.022037354
8354;16708;0.166475534;275.95146;-1.14496968;-0.982009704;0.029175438
8355;16710;0.162439805;269.2617962;-1.142406365;-0.982011868;0.022010769
8356;16712;0.158474716;262.6892271;-1.138831766;-0.981965955;0.021854207
8357;16714;0.153722505;254.8119147;-1.135026851;-0.981870006;0.022309082
8358;16716;0.150907062;250.145009;-1.132411265;-0.981769969;0.021984581
8359;16718;0.15266699;253.0622837;-1.132400841;-0.981723031;0.022049848
8360;16720;0.158492036;262.7179363;-1.135577595;-0.981754707;0.029329236
8361;16722;0.163171282;270.4743003;-1.141334784;-0.981851995;0.022344761
8362;16724;0.170417523;282.4857399;-1.148162945;-0.981976073;0.021615577
8363;16726;0.180621898;299.4006097;-1.154160479;-0.982079217;0.022156728
8364;16728;0.183856356;304.7620798;-1.157728264;-0.982119762;0.02239884
8365;16730;0.184254045;305.4212925;-1.158289581;-0.982081979;0.022793137
8366;16732;0.182520706;302.548092;-1.156440606;-0.981985405;0.021405064
8367;16734;0.181138265;300.2565453;-1.153529377;-0.981875907;0.029053903
8368;16736;0.179604245;297.7137387;-1.151107956;-0.981803418;0.022412682
8369;16738;0.181262488;300.4624586;-1.150119255;-0.98179689;0.021676379
8370;16740;0.182647847;302.7588432;-1.150499356;-0.981853359;0.02195403
8371;16742;0.183151136;303.5931002;-1.151318348;-0.981935325;0.021889882
8372;16744;0.183935849;304.8938482;-1.151355828;-0.981989397;0.022157783
8373;16746;0.180767743;299.6423639;-1.149770203;-0.981981894;0.029756451
8374;16748;0.177582633;294.3626946;-1.146644639;-0.981922926;0.021795423
8375;16750;0.172044603;285.1828034;-1.142856219;-0.981848336;0.022910747
8376;16752;0.169691507;281.2822883;-1.139533417;-0.981786932;0.023995578
8377;16754;0.166856826;276.5834936;-1.137664419;-0.981753174;0.022574182
8378;16756;0.165023597;273.544715;-1.137844054;-0.981756004;0.022355843
8379;16758;0.16756162;277.7517674;-1.140097036;-0.981800323;0.021526342
8380;16760;0.171032975;283.5059183;-1.14379034;-0.981880643;0.029693229
8381;16762;0.175432245;290.7981905;-1.147757181;-0.981975927;0.021652556
8382;16764;0.180190621;298.6857217;-1.150649068;-0.982052494;0.021620811
8383;16766;0.181641852;301.0912965;-1.151305325;-0.982076041;0.022073941
8384;16768;0.177624672;294.4323796;-1.149380779;-0.982038743;0.022305253
8385;16770;0.175710189;291.2589136;-1.145462166;-0.981963107;0.021942256
8386;16772;0.172916386;286.6278794;-1.140575486;-0.981879615;0.028840168
8387;16774;0.16999386;281.783472;-1.135845022;-0.981816257;0.022002961
8388;16776;0.16441802;272.5409048;-1.132206264;-0.981791612;0.023348612
8389;16778;0.165048266;273.5856062;-1.130022783;-0.981798149;0.021930037
8390;16780;0.16486993;273.2899948;-1.129148803;-0.981808378;0.022067006
8391;16782;0.165794321;274.8222751;-1.129290073;-0.981807173;0.021934435
8392;16784;0.165933458;275.0529101;-1.1303299;-0.981803309;0.029307126
8393;16786;0.166545311;276.0671225;-1.132249126;-0.981802705;0.021898204
8394;16788;0.171491226;284.2655195;-1.13497622;-0.981799991;0.021607863
8395;16790;0.177239553;293.7940025;-1.13848233;-0.981792794;0.022225342
8396;16792;0.181372731;300.645198;-1.142765322;-0.981790902;0.021762905
8397;16794;0.18669695;309.4706762;-1.147765316;-0.9818131;0.022279376
8398;16796;0.195219724;323.598108;-1.153088748;-0.981869662;0.022536329
8399;16798;0.197515519;327.4036406;-1.157745332;-0.98194702;0.031340768
8400;16800;0.199039606;329.9299818;-1.160664227;-0.982011732;0.048154601
8401;16802;0.200798965;332.8463115;-1.160921451;-0.982028175;0.02976471
8402;16804;0.197719157;327.7411932;-1.158117707;-0.98197891;0.022633766
8403;16806;0.196262384;325.3264307;-1.152846248;-0.981879947;0.02271424
8404;16808;0.190231081;315.3288854;-1.146372347;-0.981766209;0.021447662
8405;16810;0.183680799;304.471074;-1.140334719;-0.98167505;0.021540374
8406;16812;0.182791092;302.9962881;-1.135903586;-0.98162445;0.028947893
8407;16814;0.181348661;300.605299;-1.133760262;-0.981618262;0.021379401
8408;16816;0.183982872;304.9717938;-1.133945779;-0.981648935;0.022610418
8409;16818;0.186212044;308.6668905;-1.135973615;-0.981701742;0.021939652
8410;16820;0.189662162;314.3858396;-1.139040608;-0.981759578;0.021274005
8411;16822;0.194616734;322.5985853;-1.142245335;-0.981809166;0.022444707
8412;16824;0.198757134;329.4617532;-1.14482134;-0.981849264;0.022040143
8413;16826;0.200470898;332.3025049;-1.146126403;-0.981886641;0.030021971
8414;16828;0.200875418;332.9730413;-1.14548975;-0.981920044;0.021761496
8415;16830;0.19619951;325.2222102;-1.14246526;-0.981934852;0.021913736
8416;16832;0.189864081;314.7205425;-1.13688963;-0.981908714;0.02174339
8417;16834;0.179502893;297.5457359;-1.129312617;-0.981825794;0.022368476
8418;16836;0.17034296;282.3621424;-1.121164364;-0.981699037;0.022362739
8419;16838;0.16712477;277.0276401;-1.114359471;-0.981567223;0.021378653
8420;16840;0.166675096;276.2822566;-1.110834812;-0.981481234;0.029745727
8421;16842;0.165986722;275.1412001;-1.111857783;-0.981484566;0.022616306
8422;16844;0.172511003;285.9559123;-1.117437776;-0.981592617;0.021704016
8423;16846;0.178383547;295.6902982;-1.12612846;-0.981773466;0.021287662
8424;16848;0.188498726;312.457317;-1.135475467;-0.981959367;0.021559103
8425;16850;0.198160092;328.4720913;-1.142756492;-0.982084171;0.022173401
8426;16852;0.201507683;334.0210903;-1.1460084;-0.9821167;0.029491436
8427;16854;0.199886835;331.3343566;-1.144571822;-0.9820589;0.021579626
8428;16856;0.193979151;321.5417225;-1.139269346;-0.981932835;0.021768363
8429;16858;0.189238309;313.6832572;-1.132018127;-0.981773288;0.022023412
8430;16860;0.182059579;301.7837244;-1.12501733;-0.981625354;0.02218036
8431;16862;0.180245146;298.7761017;-1.120445101;-0.981545703;0.021978464
8432;16864;0.177328463;293.94138;-1.119453608;-0.981563599;0.021655615
8433;16866;0.179363331;297.3143973;-1.121828614;-0.981661136;0.029017137
8434;16868;0.182184978;301.9915864;-1.126197263;-0.981787362;0.022237159
8435;16870;0.18645951;309.0770926;-1.130691488;-0.981889082;0.021576595
8436;16872;0.188799979;312.9566767;-1.1338599;-0.981945729;0.022369089
8437;16874;0.191085099;316.7445135;-1.13489553;-0.981961051;0.022159898
8438;16876;0.18859111;312.6104537;-1.133470254;-0.981938622;0.021951157
8439;16878;0.182884282;303.1507599;-1.129932152;-0.981882922;0.021631439
8440;16880;0.179336062;297.269196;-1.125273092;-0.981812202;0.029311654
8441;16882;0.176859461;293.163958;-1.120462548;-0.981749497;0.022086209
8442;16884;0.173963384;288.3633932;-1.116412409;-0.981712943;0.021869249
8443;16886;0.174031054;288.4755631;-1.113657699;-0.981704008;0.02178568
8444;16888;0.175298744;290.5768984;-1.112285334;-0.981712548;0.022285943
8445;16890;0.177826504;294.7669383;-1.112052221;-0.981732215;0.021600691
8446;16892;0.174764811;289.6918465;-1.112547026;-0.981762406;0.029355485
8447;16894;0.175833468;291.4632624;-1.113337737;-0.981793069;0.021632974
8448;16896;0.173675437;287.8860891;-1.114084897;-0.981804724;0.022175099
8449;16898;0.177716652;294.5848466;-1.114663997;-0.981788982;0.021370957
8450;16900;0.175541486;290.9792696;-1.115187671;-0.981759255;0.021382747
8451;16902;0.175157721;290.3431366;-1.116025909;-0.981745489;0.021414257
8452;16904;0.175915282;291.5988779;-1.117438076;-0.981767565;0.021666322
8453;16906;0.17901441;296.7360218;-1.119116692;-0.981818205;0.029732247
8454;16908;0.180916252;299.8885337;-1.120328113;-0.981864702;0.021778077
8455;16910;0.17877035;296.3314667;-1.120428795;-0.981869823;0.02179014
8456;16912;0.176118026;291.9349477;-1.119495828;-0.981827584;0.02131076
8457;16914;0.176315431;292.262169;-1.118323422;-0.981772239;0.021470478
8458;16916;0.17706281;293.5010315;-1.117742481;-0.981747094;0.021664286
8459;16918;0.178401748;295.7204688;-1.118031323;-0.981772826;0.0224979
8460;16920;0.177355384;293.9860047;-1.11879236;-0.981839138;0.029182999
8461;16922;0.175241766;290.4824505;-1.119176907;-0.981912152;0.021454425
8462;16924;0.174144629;288.6638261;-1.11834727;-0.981948825;0.021286007
8463;16926;0.170352898;282.3786164;-1.115952875;-0.98191507;0.022419907
8464;16928;0.168453908;279.2308312;-1.11263944;-0.981815396;0.022332353
8465;16930;0.166945544;276.7305527;-1.109824549;-0.981700557;0.022018357
8466;16932;0.165682991;274.6377326;-1.109113602;-0.981645425;0.031124765
8467;16934;0.168348788;279.0565847;-1.111285608;-0.981696836;0.021733696
8468;16936;0.170347855;282.3702572;-1.115599518;-0.981832196;0.021884605
8469;16938;0.175744347;291.315534;-1.120129696;-0.981968075;0.022504943
8470;16940;0.180897479;299.8574156;-1.122786226;-0.982021745;0.021977648
8471;16942;0.181052543;300.1144508;-1.122440925;-0.981970015;0.022360382
8472;16944;0.178950192;296.6295736;-1.119719026;-0.981855013;0.029932742
8473;16946;0.172985477;286.7424044;-1.116348323;-0.981736278;0.021527981
8474;16948;0.169564799;281.0722563;-1.114260661;-0.981663451;0.022144607
8475;16950;0.168647342;279.5514701;-1.114673372;-0.981667827;0.022007323
8476;16952;0.173744118;287.9999348;-1.117552213;-0.981748706;0.021698812
8477;16954;0.17651276;292.5892635;-1.121662912;-0.981857522;0.02248717
8478;16956;0.177012825;293.4181761;-1.125418134;-0.981932157;0.031103779
8479;16958;0.182298188;302.1792441;-1.127794731;-0.981951329;0.023632683
8480;16960;0.182246346;302.0933109;-1.128320849;-0.981915472;0.022469647
8481;16962;0.180525851;299.2414014;-1.127443728;-0.981831662;0.022483801
8482;16964;0.179449255;297.4568253;-1.126397167;-0.98172944;0.022201045
8483;16966;0.179712122;297.892556;-1.126667472;-0.981662129;0.021800553
8484;16968;0.184878106;306.4557418;-1.129208708;-0.981674146;0.030328995
8485;16970;0.189526541;314.1610325;-1.133812178;-0.98177179;0.022728689
8486;16972;0.194887654;323.0476661;-1.139024474;-0.981913417;0.022165901
8487;16974;0.198949726;329.7809956;-1.142818123;-0.982024718;0.022628666
8488;16976;0.203883631;337.9594841;-1.143567732;-0.982043959;0.021911797
8489;16978;0.202103758;335.0091498;-1.140805261;-0.981959403;0.022619844
8490;16980;0.194401963;322.24258;-1.135695875;-0.981817551;0.022403897
8491;16982;0.189171043;313.5717563;-1.130390705;-0.981683405;0.030379884
8492;16984;0.187641857;311.0369622;-1.126749815;-0.981601989;0.022242584
8493;16986;0.184665938;306.1040498;-1.125910041;-0.981599209;0.02288432
8494;16988;0.186649451;309.3919397;-1.127886705;-0.98167689;0.022567671
8495;16990;0.192950597;319.8367816;-1.131457193;-0.98180766;0.021599205
8496;16992;0.193553407;320.8360046;-1.134577343;-0.981935282;0.022058927
8497;16994;0.193944273;321.4839081;-1.135433385;-0.981997973;0.030221154
8498;16996;0.192725843;319.4642271;-1.13323976;-0.981962251;0.022848179
8499;16998;0.188940946;313.1903448;-1.12852851;-0.981844288;0.021863752
8500;17000;0.184837343;306.388173;-1.122943849;-0.981699087;0.022686211
8501;17002;0.182105602;301.8600125;-1.118567647;-0.98158225;0.022810619
8502;17004;0.176987567;293.3763076;-1.117228603;-0.981531408;0.022224235
8503;17006;0.177992864;295.0426985;-1.119798949;-0.981567364;0.021789858
8504;17008;0.184098712;305.1638115;-1.125778006;-0.98169515;0.029984315
8505;17010;0.189973595;314.9020733;-1.133239527;-0.981885343;0.022638982
8506;17012;0.194809646;322.9183582;-1.139491501;-0.98205813;0.021932934
8507;17014;0.196925226;326.4251649;-1.142271676;-0.982124519;0.021810937
8508;17016;0.195475881;324.0227173;-1.140652013;-0.982058369;0.021751598
8509;17018;0.187750428;311.21693;-1.135605727;-0.981920865;0.021836676
8510;17020;0.181394774;300.6817374;-1.129189266;-0.98178845;0.022306765
8511;17022;0.174395599;289.0798363;-1.123428981;-0.981697273;0.030533876
8512;17024;0.168206417;278.8205879;-1.119805147;-0.981655135;0.022004072
8513;17026;0.167200555;277.1532611;-1.118926584;-0.981661459;0.022456058
8514;17028;0.167361423;277.4199187;-1.120621046;-0.981706918;0.022490687
8515;17030;0.172656833;286.1976408;-1.124165519;-0.981774539;0.022167632
8516;17032;0.17891079;296.5642604;-1.128499114;-0.981846609;0.021963757
8517;17034;0.186261343;308.7486096;-1.132397403;-0.981901343;0.022154023
8518;17036;0.189167666;313.5661587;-1.13494628;-0.981916383;0.030428383
8519;17038;0.186169052;308.5956262;-1.13592122;-0.981885907;0.022132456
8520;17040;0.184083753;305.1390146;-1.136003047;-0.981833158;0.02222406
8521;17042;0.183185615;303.6502525;-1.136081817;-0.981790165;0.02201197
8522;17044;0.183894673;304.8255942;-1.136711183;-0.981783106;0.022774065
8523;17046;0.186250316;308.7303309;-1.137858687;-0.98181985;0.023144085
8524;17048;0.187784644;311.2736471;-1.138857731;-0.98187804;0.022029794
8525;17050;0.188053933;311.7200233;-1.138792991;-0.981913966;0.029278298
